GEO_ID,NAME,Total,TotalDifficulty
1400000US25005644101,"Census Tract 6441.01, Bristol County, Massachusetts",5792,558
1400000US25005644102,"Census Tract 6441.02, Bristol County, Massachusetts",4988,612
1400000US25005644200,"Census Tract 6442, Bristol County, Massachusetts",6438,782
1400000US25005645101,"Census Tract 6451.01, Bristol County, Massachusetts",4791,252
1400000US25005645102,"Census Tract 6451.02, Bristol County, Massachusetts",5602,314
1400000US25005645103,"Census Tract 6451.03, Bristol County, Massachusetts",5454,666
1400000US25005646101,"Census Tract 6461.01, Bristol County, Massachusetts",7212,731
1400000US25005646103,"Census Tract 6461.03, Bristol County, Massachusetts",5495,330
1400000US25005646104,"Census Tract 6461.04, Bristol County, Massachusetts",2655,41
1400000US25005650101,"Census Tract 6501.01, Bristol County, Massachusetts",4799,238
1400000US25005650102,"Census Tract 6501.02, Bristol County, Massachusetts",4594,321
1400000US25005650201,"Census Tract 6502.01, Bristol County, Massachusetts",2853,214
1400000US25005650202,"Census Tract 6502.02, Bristol County, Massachusetts",2024,168
1400000US25005650300,"Census Tract 6503, Bristol County, Massachusetts",3234,289
1400000US25005650400,"Census Tract 6504, Bristol County, Massachusetts",3402,241
1400000US25005650500,"Census Tract 6505, Bristol County, Massachusetts",3029,117
1400000US25005650600,"Census Tract 6506, Bristol County, Massachusetts",2936,136
1400000US25005650700,"Census Tract 6507, Bristol County, Massachusetts",2139,125
1400000US25005650800,"Census Tract 6508, Bristol County, Massachusetts",3130,368
1400000US25005650900,"Census Tract 6509, Bristol County, Massachusetts",2635,315
1400000US25005651001,"Census Tract 6510.01, Bristol County, Massachusetts",2886,240
1400000US25005651002,"Census Tract 6510.02, Bristol County, Massachusetts",3673,175
1400000US25005651100,"Census Tract 6511, Bristol County, Massachusetts",3889,315
1400000US25005651200,"Census Tract 6512, Bristol County, Massachusetts",2074,130
1400000US25005651300,"Census Tract 6513, Bristol County, Massachusetts",1795,154
1400000US25005651400,"Census Tract 6514, Bristol County, Massachusetts",2947,284
1400000US25005651500,"Census Tract 6515, Bristol County, Massachusetts",2856,167
1400000US25005651600,"Census Tract 6516, Bristol County, Massachusetts",3746,218
1400000US25005651700,"Census Tract 6517, Bristol County, Massachusetts",2306,353
1400000US25005651800,"Census Tract 6518, Bristol County, Massachusetts",1848,157
1400000US25005651900,"Census Tract 6519, Bristol County, Massachusetts",1630,56
1400000US25005652000,"Census Tract 6520, Bristol County, Massachusetts",2275,121
1400000US25005652100,"Census Tract 6521, Bristol County, Massachusetts",2715,259
1400000US25005652200,"Census Tract 6522, Bristol County, Massachusetts",2504,215
1400000US25005652300,"Census Tract 6523, Bristol County, Massachusetts",2370,299
1400000US25005652400,"Census Tract 6524, Bristol County, Massachusetts",2481,114
1400000US25005652500,"Census Tract 6525, Bristol County, Massachusetts",2646,263
1400000US25005652600,"Census Tract 6526, Bristol County, Massachusetts",2197,232
1400000US25005652700,"Census Tract 6527, Bristol County, Massachusetts",3103,183
1400000US25005652800,"Census Tract 6528, Bristol County, Massachusetts",2943,348
1400000US25005653101,"Census Tract 6531.01, Bristol County, Massachusetts",6482,647
1400000US25005653102,"Census Tract 6531.02, Bristol County, Massachusetts",4548,460
1400000US25005653203,"Census Tract 6532.03, Bristol County, Massachusetts",4551,331
1400000US25005653204,"Census Tract 6532.04, Bristol County, Massachusetts",3162,186
1400000US25005653301,"Census Tract 6533.01, Bristol County, Massachusetts",4819,354
1400000US25005653304,"Census Tract 6533.04, Bristol County, Massachusetts",3243,162
1400000US25005654100,"Census Tract 6541, Bristol County, Massachusetts",6640,390
1400000US25005654200,"Census Tract 6542, Bristol County, Massachusetts",3316,263
1400000US25005655100,"Census Tract 6551, Bristol County, Massachusetts",3876,252
1400000US25005655200,"Census Tract 6552, Bristol County, Massachusetts",4725,256
1400000US25005655300,"Census Tract 6553, Bristol County, Massachusetts",3058,227
1400000US25005655400,"Census Tract 6554, Bristol County, Massachusetts",3294,328
1400000US25005985500,"Census Tract 9855, Bristol County, Massachusetts",5300,323
1400000US25005985600,"Census Tract 9856, Bristol County, Massachusetts",5297,229
1400000US25005990000,"Census Tract 9900, Bristol County, Massachusetts",0,0
1400000US25007200100,"Census Tract 2001, Dukes County, Massachusetts",4043,89
1400000US25007200200,"Census Tract 2002, Dukes County, Massachusetts",4256,200
1400000US25007200300,"Census Tract 2003, Dukes County, Massachusetts",4183,145
1400000US25007200400,"Census Tract 2004, Dukes County, Massachusetts",4095,231
1400000US25007990000,"Census Tract 9900, Dukes County, Massachusetts",0,0
1400000US25009201100,"Census Tract 2011, Essex County, Massachusetts",3414,399
1400000US25009202101,"Census Tract 2021.01, Essex County, Massachusetts",2100,242
1400000US25009202102,"Census Tract 2021.02, Essex County, Massachusetts",6159,618
1400000US25009202200,"Census Tract 2022, Essex County, Massachusetts",5689,248
1400000US25009203100,"Census Tract 2031, Essex County, Massachusetts",6597,447
1400000US25009203200,"Census Tract 2032, Essex County, Massachusetts",4398,304
1400000US25009203301,"Census Tract 2033.01, Essex County, Massachusetts",3864,342
1400000US25009203302,"Census Tract 2033.02, Essex County, Massachusetts",4726,385
1400000US25009204101,"Census Tract 2041.01, Essex County, Massachusetts",4583,583
1400000US25009204102,"Census Tract 2041.02, Essex County, Massachusetts",4730,536
1400000US25009204200,"Census Tract 2042, Essex County, Massachusetts",4722,399
1400000US25009204300,"Census Tract 2043, Essex County, Massachusetts",4109,343
1400000US25009204400,"Census Tract 2044, Essex County, Massachusetts",3171,165
1400000US25009204500,"Census Tract 2045, Essex County, Massachusetts",3236,298
1400000US25009204600,"Census Tract 2046, Essex County, Massachusetts",4549,347
1400000US25009204701,"Census Tract 2047.01, Essex County, Massachusetts",5651,511
1400000US25009204702,"Census Tract 2047.02, Essex County, Massachusetts",6107,548
1400000US25009205100,"Census Tract 2051, Essex County, Massachusetts",5215,423
1400000US25009205200,"Census Tract 2052, Essex County, Massachusetts",5000,377
1400000US25009205300,"Census Tract 2053, Essex County, Massachusetts",3819,248
1400000US25009205400,"Census Tract 2054, Essex County, Massachusetts",4595,411
1400000US25009205500,"Census Tract 2055, Essex County, Massachusetts",4870,534
1400000US25009205600,"Census Tract 2056, Essex County, Massachusetts",3110,264
1400000US25009205700,"Census Tract 2057, Essex County, Massachusetts",4380,720
1400000US25009205800,"Census Tract 2058, Essex County, Massachusetts",3430,231
1400000US25009205900,"Census Tract 2059, Essex County, Massachusetts",4022,396
1400000US25009206000,"Census Tract 2060, Essex County, Massachusetts",3024,314
1400000US25009206100,"Census Tract 2061, Essex County, Massachusetts",3858,496
1400000US25009206200,"Census Tract 2062, Essex County, Massachusetts",5364,423
1400000US25009206300,"Census Tract 2063, Essex County, Massachusetts",4409,767
1400000US25009206400,"Census Tract 2064, Essex County, Massachusetts",5109,764
1400000US25009206500,"Census Tract 2065, Essex County, Massachusetts",3031,177
1400000US25009206600,"Census Tract 2066, Essex County, Massachusetts",4248,229
1400000US25009206700,"Census Tract 2067, Essex County, Massachusetts",3532,209
1400000US25009206800,"Census Tract 2068, Essex County, Massachusetts",3823,286
1400000US25009206900,"Census Tract 2069, Essex County, Massachusetts",3870,488
1400000US25009207000,"Census Tract 2070, Essex County, Massachusetts",2246,108
1400000US25009207100,"Census Tract 2071, Essex County, Massachusetts",3330,220
1400000US25009207200,"Census Tract 2072, Essex County, Massachusetts",2249,113
1400000US25009208101,"Census Tract 2081.01, Essex County, Massachusetts",4641,561
1400000US25009208102,"Census Tract 2081.02, Essex County, Massachusetts",3025,391
1400000US25009208200,"Census Tract 2082, Essex County, Massachusetts",5360,547
1400000US25009208300,"Census Tract 2083, Essex County, Massachusetts",7652,585
1400000US25009208400,"Census Tract 2084, Essex County, Massachusetts",6087,712
1400000US25009209100,"Census Tract 2091, Essex County, Massachusetts",6176,452
1400000US25009209200,"Census Tract 2092, Essex County, Massachusetts",5988,432
1400000US25009210100,"Census Tract 2101, Essex County, Massachusetts",6158,424
1400000US25009210200,"Census Tract 2102, Essex County, Massachusetts",4848,306
1400000US25009210300,"Census Tract 2103, Essex County, Massachusetts",8366,434
1400000US25009210400,"Census Tract 2104, Essex County, Massachusetts",6572,506
1400000US25009210500,"Census Tract 2105, Essex County, Massachusetts",6014,697
1400000US25009210600,"Census Tract 2106, Essex County, Massachusetts",4263,695
1400000US25009210700,"Census Tract 2107, Essex County, Massachusetts",4530,385
1400000US25009210800,"Census Tract 2108, Essex County, Massachusetts",4390,438
1400000US25009210900,"Census Tract 2109, Essex County, Massachusetts",4091,765
1400000US25009211100,"Census Tract 2111, Essex County, Massachusetts",3811,351
1400000US25009211200,"Census Tract 2112, Essex County, Massachusetts",5909,204
1400000US25009211300,"Census Tract 2113, Essex County, Massachusetts",6150,719
1400000US25009211401,"Census Tract 2114.01, Essex County, Massachusetts",4010,315
1400000US25009211402,"Census Tract 2114.02, Essex County, Massachusetts",5909,521
1400000US25009212100,"Census Tract 2121, Essex County, Massachusetts",8274,713
1400000US25009213100,"Census Tract 2131, Essex County, Massachusetts",7910,696
1400000US25009214100,"Census Tract 2141, Essex County, Massachusetts",6057,312
1400000US25009215101,"Census Tract 2151.01, Essex County, Massachusetts",4624,231
1400000US25009215102,"Census Tract 2151.02, Essex County, Massachusetts",2945,256
1400000US25009216100,"Census Tract 2161, Essex County, Massachusetts",4998,461
1400000US25009217100,"Census Tract 2171, Essex County, Massachusetts",6504,431
1400000US25009217201,"Census Tract 2172.01, Essex County, Massachusetts",3955,380
1400000US25009217202,"Census Tract 2172.02, Essex County, Massachusetts",3420,161
1400000US25009217300,"Census Tract 2173, Essex County, Massachusetts",4477,361
1400000US25009217400,"Census Tract 2174, Essex County, Massachusetts",5810,253
1400000US25009217500,"Census Tract 2175, Essex County, Massachusetts",5799,564
1400000US25009217600,"Census Tract 2176, Essex County, Massachusetts",9271,1081
1400000US25009218100,"Census Tract 2181, Essex County, Massachusetts",5173,411
1400000US25009220101,"Census Tract 2201.01, Essex County, Massachusetts",3958,247
1400000US25009220102,"Census Tract 2201.02, Essex County, Massachusetts",2931,206
1400000US25009221100,"Census Tract 2211, Essex County, Massachusetts",4023,318
1400000US25009221300,"Census Tract 2213, Essex County, Massachusetts",4432,217
1400000US25009221400,"Census Tract 2214, Essex County, Massachusetts",3149,250
1400000US25009221500,"Census Tract 2215, Essex County, Massachusetts",2838,311
1400000US25009221600,"Census Tract 2216, Essex County, Massachusetts",2701,146
1400000US25009221700,"Census Tract 2217, Essex County, Massachusetts",2798,201
1400000US25009221800,"Census Tract 2218, Essex County, Massachusetts",1593,202
1400000US25009221901,"Census Tract 2219.01, Essex County, Massachusetts",3255,183
1400000US25009221902,"Census Tract 2219.02, Essex County, Massachusetts",3337,374
1400000US25009222100,"Census Tract 2221, Essex County, Massachusetts",3487,327
1400000US25009223100,"Census Tract 2231, Essex County, Massachusetts",4230,386
1400000US25009223200,"Census Tract 2232, Essex County, Massachusetts",3663,354
1400000US25009223300,"Census Tract 2233, Essex County, Massachusetts",5494,509
1400000US25009250100,"Census Tract 2501, Essex County, Massachusetts",2653,58
1400000US25009250200,"Census Tract 2502, Essex County, Massachusetts",5740,539
1400000US25009250300,"Census Tract 2503, Essex County, Massachusetts",2002,119
1400000US25009250400,"Census Tract 2504, Essex County, Massachusetts",3689,391
1400000US25009250500,"Census Tract 2505, Essex County, Massachusetts",3766,112
1400000US25009250600,"Census Tract 2506, Essex County, Massachusetts",4811,205
1400000US25009250700,"Census Tract 2507, Essex County, Massachusetts",4587,221
1400000US25009250800,"Census Tract 2508, Essex County, Massachusetts",7174,447
1400000US25009250900,"Census Tract 2509, Essex County, Massachusetts",1986,116
1400000US25009251000,"Census Tract 2510, Essex County, Massachusetts",1719,78
1400000US25009251100,"Census Tract 2511, Essex County, Massachusetts",2380,209
1400000US25009251200,"Census Tract 2512, Essex County, Massachusetts",1408,78
1400000US25009251300,"Census Tract 2513, Essex County, Massachusetts",3223,311
1400000US25009251400,"Census Tract 2514, Essex County, Massachusetts",4663,215
1400000US25009251500,"Census Tract 2515, Essex County, Massachusetts",5251,283
1400000US25009251600,"Census Tract 2516, Essex County, Massachusetts",5742,279
1400000US25009251700,"Census Tract 2517, Essex County, Massachusetts",4807,280
1400000US25009251800,"Census Tract 2518, Essex County, Massachusetts",7180,486
1400000US25009252101,"Census Tract 2521.01, Essex County, Massachusetts",3416,302
1400000US25009252102,"Census Tract 2521.02, Essex County, Massachusetts",3960,266
1400000US25009252201,"Census Tract 2522.01, Essex County, Massachusetts",3147,228
1400000US25009252202,"Census Tract 2522.02, Essex County, Massachusetts",3055,381
1400000US25009252300,"Census Tract 2523, Essex County, Massachusetts",7283,410
1400000US25009252400,"Census Tract 2524, Essex County, Massachusetts",4206,334
1400000US25009252501,"Census Tract 2525.01, Essex County, Massachusetts",4089,538
1400000US25009252502,"Census Tract 2525.02, Essex County, Massachusetts",4578,468
1400000US25009252601,"Census Tract 2526.01, Essex County, Massachusetts",6927,287
1400000US25009252602,"Census Tract 2526.02, Essex County, Massachusetts",4223,429
1400000US25009252603,"Census Tract 2526.03, Essex County, Massachusetts",2683,503
1400000US25009253100,"Census Tract 2531, Essex County, Massachusetts",5196,547
1400000US25009253201,"Census Tract 2532.01, Essex County, Massachusetts",2873,278
1400000US25009253202,"Census Tract 2532.02, Essex County, Massachusetts",6799,529
1400000US25009253203,"Census Tract 2532.03, Essex County, Massachusetts",4249,308
1400000US25009253204,"Census Tract 2532.04, Essex County, Massachusetts",5610,448
1400000US25009253205,"Census Tract 2532.05, Essex County, Massachusetts",4061,316
1400000US25009254100,"Census Tract 2541, Essex County, Massachusetts",5955,420
1400000US25009254200,"Census Tract 2542, Essex County, Massachusetts",5104,543
1400000US25009254301,"Census Tract 2543.01, Essex County, Massachusetts",3778,366
1400000US25009254302,"Census Tract 2543.02, Essex County, Massachusetts",4586,496
1400000US25009254401,"Census Tract 2544.01, Essex County, Massachusetts",3599,425
1400000US25009254402,"Census Tract 2544.02, Essex County, Massachusetts",7118,332
1400000US25009254403,"Census Tract 2544.03, Essex County, Massachusetts",3691,449
1400000US25009260100,"Census Tract 2601, Essex County, Massachusetts",5351,124
1400000US25009260200,"Census Tract 2602, Essex County, Massachusetts",3114,145
1400000US25009260301,"Census Tract 2603.01, Essex County, Massachusetts",4351,528
1400000US25009260302,"Census Tract 2603.02, Essex County, Massachusetts",2715,191
1400000US25009260401,"Census Tract 2604.01, Essex County, Massachusetts",3511,333
1400000US25009260402,"Census Tract 2604.02, Essex County, Massachusetts",6237,526
1400000US25009260500,"Census Tract 2605, Essex County, Massachusetts",3457,305
1400000US25009260600,"Census Tract 2606, Essex County, Massachusetts",3480,189
1400000US25009260700,"Census Tract 2607, Essex County, Massachusetts",4524,163
1400000US25009260800,"Census Tract 2608, Essex County, Massachusetts",4563,324
1400000US25009260900,"Census Tract 2609, Essex County, Massachusetts",4641,333
1400000US25009261000,"Census Tract 2610, Essex County, Massachusetts",3482,290
1400000US25009261101,"Census Tract 2611.01, Essex County, Massachusetts",4313,289
1400000US25009261102,"Census Tract 2611.02, Essex County, Massachusetts",5295,1557
1400000US25009262100,"Census Tract 2621, Essex County, Massachusetts",6612,667
1400000US25009263100,"Census Tract 2631, Essex County, Massachusetts",4473,332
